행 ID,주문 ID,주문 날짜,배송 날짜,배송 형태,고객 ID,고객 이름,세그먼트,도시,시/도,국가/지역,지역,제품 ID,범주,하위 범주,제품 이름,매출,수량,할인율,수익
4178,ID-2020-66391,2020-02-03,2020-02-03,당일,DJ-13420,Denny Joy,기업,Sydney,New South Wales,Australia,오세아니아,OFF-EN-10000454,사무용품,봉투,"GlobeWeis Business Envelopes, Set of 50",31.212,2,0.1,-3.468
4179,IN-2021-31132,2021-10-21,2021-10-27,표준 등급,JO-15550,Jesus Ocampo,홈 오피스,Taizhou,Jiangsu,China,북아시아,OFF-PA-10004930,사무용품,용지,"Xerox Note Cards, Recycled",78.84,3,0,33.03
4180,IN-2021-31132,2021-10-21,2021-10-27,표준 등급,JO-15550,Jesus Ocampo,홈 오피스,Taizhou,Jiangsu,China,북아시아,OFF-BI-10002446,사무용품,바인더,"Wilson Jones Binder, Economy",91.14,7,0,17.22
4181,ID-2018-23593,2018-10-27,2018-11-02,표준 등급,KN-16390,Katherine Nockton,기업,Semarang,Jawa Tengah,Indonesia,동남아시아,OFF-SU-10003473,사무용품,사무용품,"Elite Trimmer, Steel",108.8355,5,0.47,-14.4645
4182,ID-2018-23593,2018-10-27,2018-11-02,표준 등급,KN-16390,Katherine Nockton,기업,Semarang,Jawa Tengah,Indonesia,동남아시아,TEC-CO-10003342,기술,복사기,"Canon Fax Machine, High-Speed",883.2861,3,0.07,132.9561
4183,IN-2021-15662,2021-01-30,2021-02-04,표준 등급,LB-16795,Laurel Beltran,홈 오피스,Pune,Maharashtra,India,중앙아시아,TEC-MA-10003492,기술,사무기기,"Okidata Printer, Wireless",1611,6,0,64.44
4184,IN-2021-65334,2021-08-06,2021-08-07,1등급,MM-18280,Muhammed MacIntyre,기업,Bihar Sharif,Bihar,India,중앙아시아,FUR-BO-10004537,가구,책장,"Dania Floating Shelf Set, Mobile",171.87,1,0,63.57
4185,ID-2020-53021,2020-08-10,2020-08-14,표준 등급,FC-14335,Fred Chung,기업,Toowoomba,Queensland,Australia,오세아니아,TEC-AC-10001703,기술,액세서리,"Memorex Keyboard, USB",193.185,3,0.1,-6.525
4186,ID-2020-53021,2020-08-10,2020-08-14,표준 등급,FC-14335,Fred Chung,기업,Toowoomba,Queensland,Australia,오세아니아,OFF-SU-10000411,사무용품,사무용품,"Stiletto Box Cutter, Easy Grip",67.662,2,0.1,14.982
4187,ID-2018-30642,2018-05-31,2018-06-04,2등급,RF-19345,Randy Ferguson,기업,Manila,Metro Manila,Philippines,동남아시아,OFF-FA-10000038,사무용품,잠금장치,"Stockwell Clamps, Assorted Sizes",55.044,6,0.45,-0.036
4188,IN-2018-67987,2018-06-03,2018-06-05,1등급,DW-13585,Dorothy Wardle,기업,Whyalla,South Australia,Australia,오세아니아,TEC-AC-10004652,기술,액세서리,"Belkin Mouse, Erganomic",138.672,4,0.1,18.432
4189,IN-2018-58950,2018-06-21,2018-06-24,2등급,JM-15265,Janet Molinari,기업,Medan,Sumatera Utara,Indonesia,동남아시아,OFF-AP-10003473,사무용품,가전 제품,"Hoover Coffee Grinder, Black",169.8678,3,0.17,53.1378
4190,IN-2021-21934,2021-09-15,2021-09-22,표준 등급,MM-17260,Magdelene Morse,일반 소비자,Chongqing,Chongqing,China,북아시아,OFF-BI-10004098,사무용품,바인더,"Acco 3-Hole Punch, Durable",63.24,2,0,0.6
4191,IN-2019-57298,2019-09-18,2019-09-24,표준 등급,PC-18745,Pamela Coakley,기업,Suzhou,Gansu,China,북아시아,TEC-CO-10004267,기술,복사기,"Brother Ink, Laser",883.8,6,0,114.84
4192,IN-2021-22536,2021-05-22,2021-05-27,표준 등급,JM-15655,Jim Mitchum,기업,Tegal,Jawa Tengah,Indonesia,동남아시아,OFF-SU-10001731,사무용품,사무용품,"Elite Letter Opener, High Speed",42.453,3,0.47,1.593
4193,ID-2018-42031,2018-05-03,2018-05-08,표준 등급,PL-18925,Paul Lucas,홈 오피스,Caloocan,Metro Manila,Philippines,동남아시아,OFF-FA-10001521,사무용품,잠금장치,"Stockwell Thumb Tacks, Assorted Sizes",24.156,4,0.45,-11.484
4194,IN-2019-63262,2019-10-19,2019-10-22,2등급,NR-18550,Nick Radford,일반 소비자,Zhaoqing,Guangdong,China,북아시아,TEC-CO-10002911,기술,복사기,"Hewlett Wireless Fax, Laser",760.38,2,0,144.42
4195,IN-2021-68204,2021-06-03,2021-06-09,표준 등급,MY-17380,Maribeth Yedwab,기업,Perth,Western Australia,Australia,오세아니아,OFF-LA-10003627,사무용품,레이블,"Novimex Round Labels, Adjustable",11.259,3,0.1,1.539
4196,IN-2021-68204,2021-06-03,2021-06-09,표준 등급,MY-17380,Maribeth Yedwab,기업,Perth,Western Australia,Australia,오세아니아,FUR-CH-10003760,가구,의자,"Office Star Bag Chairs, Set of Two",207.684,4,0.1,83.004
4197,IN-2021-68204,2021-06-03,2021-06-09,표준 등급,MY-17380,Maribeth Yedwab,기업,Perth,Western Australia,Australia,오세아니아,TEC-PH-10002154,기술,전화기,"Cisco Headset, Full Size",323.028,4,0.1,50.148
4198,IN-2021-68204,2021-06-03,2021-06-09,표준 등급,MY-17380,Maribeth Yedwab,기업,Perth,Western Australia,Australia,오세아니아,TEC-CO-10003759,기술,복사기,"Canon Fax Machine, Laser",573.102,2,0.1,222.822
4199,IN-2021-43158,2021-04-05,2021-04-10,2등급,PG-18820,Patrick Gardner,일반 소비자,Chongqing,Chongqing,China,북아시아,TEC-AC-10001438,기술,액세서리,"SanDisk Flash Drive, Programmable",287.28,7,0,48.72
4200,IN-2021-70724,2021-06-05,2021-06-07,2등급,CC-12370,Christopher Conant,일반 소비자,Solapur,Maharashtra,India,중앙아시아,OFF-SU-10002709,사무용품,사무용품,"Fiskars Letter Opener, Easy Grip",118.2,4,0,48.36
4201,IN-2021-70724,2021-06-05,2021-06-07,2등급,CC-12370,Christopher Conant,일반 소비자,Solapur,Maharashtra,India,중앙아시아,TEC-CO-10000791,기술,복사기,"Sharp Personal Copier, Laser",1320,11,0,488.4
4202,IN-2021-70724,2021-06-05,2021-06-07,2등급,CC-12370,Christopher Conant,일반 소비자,Solapur,Maharashtra,India,중앙아시아,OFF-BI-10004483,사무용품,바인더,"Ibico Index Tab, Clear",33.48,4,0,1.32
4203,IN-2020-35087,2020-08-17,2020-08-21,2등급,JG-15805,John Grady,기업,Daqing,Heilongjiang,China,북아시아,OFF-SU-10001762,사무용품,사무용품,"Stiletto Shears, Easy Grip",248.55,5,0,79.5
4204,IN-2020-35087,2020-08-17,2020-08-21,2등급,JG-15805,John Grady,기업,Daqing,Heilongjiang,China,북아시아,FUR-BO-10003945,가구,책장,"Sauder 3-Shelf Cabinet, Metal",498.42,3,0,224.28
4205,IN-2020-35087,2020-08-17,2020-08-21,2등급,JG-15805,John Grady,기업,Daqing,Heilongjiang,China,북아시아,FUR-CH-10001207,가구,의자,"Hon Executive Leather Armchair, Red",1378.17,3,0,206.64
4206,IN-2020-35087,2020-08-17,2020-08-21,2등급,JG-15805,John Grady,기업,Daqing,Heilongjiang,China,북아시아,OFF-FA-10003631,사무용품,잠금장치,"Advantus Paper Clips, Metal",13.38,1,0,5.19
4207,IN-2020-35087,2020-08-17,2020-08-21,2등급,JG-15805,John Grady,기업,Daqing,Heilongjiang,China,북아시아,OFF-BI-10004868,사무용품,바인더,"Wilson Jones Hole Reinforcements, Durable",12.06,2,0,0.36
4208,IN-2020-35087,2020-08-17,2020-08-21,2등급,JG-15805,John Grady,기업,Daqing,Heilongjiang,China,북아시아,FUR-BO-10003549,가구,책장,"Sauder Floating Shelf Set, Metal",1358.28,7,0,203.7
4209,IN-2021-50718,2021-05-06,2021-05-07,1등급,RE-19405,Ricardo Emerson,일반 소비자,Yichun,Jiangxi,China,북아시아,OFF-EN-10002258,사무용품,봉투,"Jiffy Mailers, with clear poly window",162.84,4,0,63.48
4210,IN-2021-73657,2021-01-12,2021-01-16,표준 등급,ME-17725,Max Engle,일반 소비자,Hobart,Tasmania,Australia,오세아니아,FUR-CH-10003512,가구,의자,"Novimex Bag Chairs, Set of Two",57.852,2,0.4,-6.768
4211,IN-2021-73657,2021-01-12,2021-01-16,표준 등급,ME-17725,Max Engle,일반 소비자,Hobart,Tasmania,Australia,오세아니아,TEC-CO-10003574,기술,복사기,"Brother Personal Copier, High-Speed",169.308,2,0.4,8.448
4212,IN-2021-73657,2021-01-12,2021-01-16,표준 등급,ME-17725,Max Engle,일반 소비자,Hobart,Tasmania,Australia,오세아니아,OFF-PA-10002811,사무용품,용지,"Green Bar Message Books, 8.5 x 11",67.032,4,0.4,-32.448
4213,IN-2020-46966,2020-06-22,2020-06-28,표준 등급,KT-16465,Kean Takahito,일반 소비자,Loudi,Hunan,China,북아시아,FUR-CH-10003580,가구,의자,"Harbour Creations Bag Chairs, Black",295.95,5,0,144.9
4214,IN-2020-60049,2020-07-31,2020-08-04,표준 등급,VT-21700,Valerie Takahito,홈 오피스,Raipur,Chhattisgarh,India,중앙아시아,OFF-LA-10000219,사무용품,레이블,"Harbour Creations File Folder Labels, Adjustable",46.41,7,0,3.99
4215,IN-2018-46070,2018-03-22,2018-03-26,표준 등급,DJ-13420,Denny Joy,기업,Ho Chi Minh City,Ho Chí Minh City,Vietnam,동남아시아,OFF-AP-10001503,사무용품,가전 제품,"KitchenAid Microwave, Black",2313.8325,9,0.17,836.1225
4216,IN-2019-23054,2019-09-16,2019-09-18,2등급,TM-21010,Tamara Manning,일반 소비자,Jaipur,Rajasthan,India,중앙아시아,OFF-FA-10003893,사무용품,잠금장치,"OIC Paper Clips, 12 Pack",41.58,3,0,7.02
4217,IN-2019-23054,2019-09-16,2019-09-18,2등급,TM-21010,Tamara Manning,일반 소비자,Jaipur,Rajasthan,India,중앙아시아,OFF-EN-10004560,사무용품,봉투,"Ames Mailers, Security-Tint",76.5,2,0,36.72
4218,IN-2018-24062,2018-05-12,2018-05-19,표준 등급,AM-10360,Alice McCarthy,기업,Brisbane,Queensland,Australia,오세아니아,FUR-BO-10004529,가구,책장,"Sauder 3-Shelf Cabinet, Pine",302.454,2,0.1,6.714
4219,IN-2018-24062,2018-05-12,2018-05-19,표준 등급,AM-10360,Alice McCarthy,기업,Brisbane,Queensland,Australia,오세아니아,OFF-BI-10004651,사무용품,바인더,"Cardinal Binding Machine, Clear",132.921,3,0.1,53.091
4220,IN-2018-73629,2018-10-14,2018-10-18,표준 등급,CC-12550,Clay Cheatham,일반 소비자,Cairns,Queensland,Australia,오세아니아,TEC-PH-10004200,기술,전화기,"Motorola Audio Dock, Full Size",523.98,5,0.4,-139.77
4221,IN-2018-73629,2018-10-14,2018-10-18,표준 등급,CC-12550,Clay Cheatham,일반 소비자,Cairns,Queensland,Australia,오세아니아,TEC-CO-10001626,기술,복사기,"Brother Copy Machine, Color",316.476,2,0.4,-126.624
4222,IN-2019-35990,2019-01-13,2019-01-20,표준 등급,AG-10270,Alejandro Grove,일반 소비자,Shantou,Guangdong,China,북아시아,FUR-CH-10001313,가구,의자,"SAFCO Steel Folding Chair, Black",166.56,2,0,76.56
4223,IN-2019-35990,2019-01-13,2019-01-20,표준 등급,AG-10270,Alejandro Grove,일반 소비자,Shantou,Guangdong,China,북아시아,OFF-LA-10002020,사무용품,레이블,"Novimex Color Coded Labels, 5000 Label Set",38.43,3,0,8.82
4224,IN-2019-35990,2019-01-13,2019-01-20,표준 등급,AG-10270,Alejandro Grove,일반 소비자,Shantou,Guangdong,China,북아시아,FUR-BO-10002308,가구,책장,"Safco Floating Shelf Set, Metal",1962,10,0,392.4
4225,IN-2019-35990,2019-01-13,2019-01-20,표준 등급,AG-10270,Alejandro Grove,일반 소비자,Shantou,Guangdong,China,북아시아,TEC-AC-10001987,기술,액세서리,"Memorex Numeric Keypad, Bluetooth",45.42,1,0,12.69
4226,IN-2019-35990,2019-01-13,2019-01-20,표준 등급,AG-10270,Alejandro Grove,일반 소비자,Shantou,Guangdong,China,북아시아,OFF-AR-10000249,사무용품,미술용품,"Sanford Highlighters, Fluorescent",51.03,3,0,16.83
4227,IN-2020-60378,2020-09-20,2020-09-24,표준 등급,MH-17455,Mark Hamilton,일반 소비자,Shantou,Guangdong,China,북아시아,TEC-CO-10003901,기술,복사기,"HP Copy Machine, Color",725.67,3,0,355.5
4228,IN-2021-58306,2021-03-24,2021-03-29,표준 등급,PF-19165,Philip Fox,일반 소비자,Brisbane,Queensland,Australia,오세아니아,FUR-FU-10001452,가구,사무용 집기,"Rubbermaid Door Stop, Black",433.62,11,0.1,28.71
5115,ID-2019-54743,2019-09-07,2019-09-11,표준 등급,PS-18970,Paul Stevenson,홈 오피스,Singapore,Downtown Core,Singapore,동남아시아,OFF-BI-10000721,사무용품,바인더,"Ibico Binder Covers, Recycled",42.03,3,0,1.62
4230,IN-2019-64872,2019-09-04,2019-09-04,당일,SN-20560,Skye Norling,홈 오피스,Jilin,Jilin,China,북아시아,TEC-MA-10002392,기술,사무기기,"Konica Card Printer, Wireless",525.51,3,0,262.71
4231,IN-2019-64872,2019-09-04,2019-09-04,당일,SN-20560,Skye Norling,홈 오피스,Jilin,Jilin,China,북아시아,OFF-EN-10002035,사무용품,봉투,"Kraft Mailers, Set of 50",263.55,7,0,42
4232,IN-2020-36564,2020-05-25,2020-05-29,표준 등급,CM-12115,Chad McGuire,일반 소비자,Kota Kinabalu,Sabah,Malaysia,동남아시아,FUR-CH-10000602,가구,의자,"Novimex Executive Leather Armchair, Red",2761.2,6,0,110.34
4233,IN-2018-40652,2018-05-01,2018-05-04,1등급,RD-19930,Russell D'Ascenzo,일반 소비자,Sydney,New South Wales,Australia,오세아니아,FUR-FU-10001933,가구,사무용 집기,"Tenex Stacking Tray, Black",182.088,8,0.1,40.248
4234,IN-2018-40652,2018-05-01,2018-05-04,1등급,RD-19930,Russell D'Ascenzo,일반 소비자,Sydney,New South Wales,Australia,오세아니아,FUR-CH-10004306,가구,의자,"SAFCO Bag Chairs, Red",44.496,1,0.1,5.916
4235,ID-2018-64704,2018-08-31,2018-09-05,표준 등급,BT-11440,Bobby Trafton,일반 소비자,Nakhon Ratchasima,Nakhon Ratchasima,Thailand,동남아시아,OFF-AR-10002665,사무용품,미술용품,"Binney & Smith Markers, Easy-Erase",25.8216,2,0.47,-20.0184
4236,IN-2018-48506,2018-03-30,2018-04-01,1등급,SZ-20035,Sam Zeldin,홈 오피스,Bangkok,Bangkok,Thailand,동남아시아,OFF-AP-10001504,사무용품,가전 제품,"Cuisinart Blender, Black",110.2572,2,0.17,19.8972
4237,IN-2020-74350,2020-08-17,2020-08-19,2등급,MS-17980,Michael Stewart,기업,Nagpur,Maharashtra,India,중앙아시아,TEC-CO-10001472,기술,복사기,"Sharp Copy Machine, Laser",1195.2,5,0,585.6
4238,IN-2020-74350,2020-08-17,2020-08-19,2등급,MS-17980,Michael Stewart,기업,Nagpur,Maharashtra,India,중앙아시아,OFF-LA-10002575,사무용품,레이블,"Smead Legal Exhibit Labels, 5000 Label Set",34.47,3,0,1.35
4239,IN-2019-40561,2019-04-30,2019-05-04,표준 등급,SJ-20500,Shirley Jackson,일반 소비자,Dhaka,Dhaka,Bangladesh,중앙아시아,OFF-LA-10003610,사무용품,레이블,"Avery Removable Labels, 5000 Label Set",44.52,4,0,15.96
4240,IN-2019-40561,2019-04-30,2019-05-04,표준 등급,SJ-20500,Shirley Jackson,일반 소비자,Dhaka,Dhaka,Bangladesh,중앙아시아,OFF-ST-10000327,사무용품,보관함,"Smead Folders, Wire Frame",16.56,1,0,2.31
4241,IN-2019-42094,2019-05-03,2019-05-09,표준 등급,DM-12955,Dario Medina,기업,Bangkok,Bangkok,Thailand,동남아시아,FUR-FU-10000606,가구,사무용 집기,"Deflect-O Photo Frame, Durable",71.4378,2,0.27,10.7178
4242,IN-2019-42094,2019-05-03,2019-05-09,표준 등급,DM-12955,Dario Medina,기업,Bangkok,Bangkok,Thailand,동남아시아,OFF-BI-10003468,사무용품,바인더,"Wilson Jones Binder Covers, Durable",42.1308,4,0.17,11.0508
4243,IN-2021-76793,2021-09-11,2021-09-13,1등급,SC-20050,Sample Company A,홈 오피스,Brisbane,Queensland,Australia,오세아니아,OFF-AR-10001770,사무용품,미술용품,"Binney & Smith Markers, Water Color",73.629,3,0.1,26.109
4244,IN-2020-22823,2020-08-03,2020-08-07,표준 등급,KW-16435,Katrina Willman,일반 소비자,Surabaya,Jawa Timur,Indonesia,동남아시아,FUR-CH-10003581,가구,의자,"Hon Executive Leather Armchair, Adjustable",663.8766,2,0.27,81.8166
4245,IN-2020-22823,2020-08-03,2020-08-07,표준 등급,KW-16435,Katrina Willman,일반 소비자,Surabaya,Jawa Timur,Indonesia,동남아시아,OFF-AR-10000179,사무용품,미술용품,"Binney & Smith Canvas, Easy-Erase",113.0697,3,0.27,16.9497
4246,IN-2020-22823,2020-08-03,2020-08-07,표준 등급,KW-16435,Katrina Willman,일반 소비자,Surabaya,Jawa Timur,Indonesia,동남아시아,OFF-SU-10002344,사무용품,사무용품,"Stiletto Box Cutter, Serrated",51.9453,3,0.47,-1.0647
4247,IN-2021-57984,2021-06-18,2021-06-23,2등급,CS-12505,Cindy Stewart,일반 소비자,Faridabad,Haryana,India,중앙아시아,TEC-CO-10001204,기술,복사기,"Sharp Copy Machine, Color",963.36,4,0,154.08
4248,IN-2021-54694,2021-12-01,2021-12-05,표준 등급,HG-14845,Harry Greene,일반 소비자,Rajkot,Gujarat,India,중앙아시아,OFF-BI-10001312,사무용품,바인더,"Cardinal 3-Hole Punch, Clear",56.52,2,0,23.7
4249,IN-2021-54694,2021-12-01,2021-12-05,표준 등급,HG-14845,Harry Greene,일반 소비자,Rajkot,Gujarat,India,중앙아시아,TEC-PH-10003927,기술,전화기,"Nokia Audio Dock, with Caller ID",500.22,3,0,190.08
4250,IN-2021-54694,2021-12-01,2021-12-05,표준 등급,HG-14845,Harry Greene,일반 소비자,Rajkot,Gujarat,India,중앙아시아,OFF-PA-10004946,사무용품,용지,"SanDisk Note Cards, Multicolor",237.72,7,0,52.29
4251,IN-2021-54694,2021-12-01,2021-12-05,표준 등급,HG-14845,Harry Greene,일반 소비자,Rajkot,Gujarat,India,중앙아시아,FUR-FU-10004704,가구,사무용 집기,"Deflect-O Door Stop, Black",43.95,1,0,10.98
4252,IN-2019-44705,2019-11-08,2019-11-12,표준 등급,ER-13855,Elpida Rittenbach,기업,Manila,Metro Manila,Philippines,동남아시아,FUR-FU-10003855,가구,사무용 집기,"Rubbermaid Clock, Erganomic",219.51,6,0.25,55.53
4253,IN-2019-44705,2019-11-08,2019-11-12,표준 등급,ER-13855,Elpida Rittenbach,기업,Manila,Metro Manila,Philippines,동남아시아,FUR-CH-10002573,가구,의자,"Office Star Executive Leather Armchair, Adjustable",697.5,2,0.25,-74.4
4254,IN-2019-18469,2019-09-13,2019-09-20,표준 등급,JL-15850,John Lucas,일반 소비자,대구,대구,South Korea,북아시아,FUR-CH-10002344,가구,의자,"Novimex Rocking Chair, Adjustable",428.544,4,0.2,112.464
4255,IN-2019-31944,2019-09-26,2019-10-02,표준 등급,BM-11785,Bryan Mills,일반 소비자,Shenyang,Liaoning,China,북아시아,OFF-BI-10003806,사무용품,바인더,"Avery Index Tab, Clear",56.97,9,0,27.27
4256,IN-2019-31944,2019-09-26,2019-10-02,표준 등급,BM-11785,Bryan Mills,일반 소비자,Shenyang,Liaoning,China,북아시아,OFF-BI-10003475,사무용품,바인더,"Wilson Jones Index Tab, Recycled",61.29,9,0,28.08
4257,IN-2019-33064,2019-05-03,2019-05-09,표준 등급,RM-19675,Robert Marley,홈 오피스,Ho Chi Minh City,Ho Chí Minh City,Vietnam,동남아시아,OFF-FA-10004523,사무용품,잠금장치,"OIC Thumb Tacks, Bulk Pack",11.6781,1,0.17,1.3881
4258,IN-2019-33064,2019-05-03,2019-05-09,표준 등급,RM-19675,Robert Marley,홈 오피스,Ho Chi Minh City,Ho Chí Minh City,Vietnam,동남아시아,OFF-AP-10002793,사무용품,가전 제품,"KitchenAid Stove, Black",472.7514,1,0.17,45.5514
4259,IN-2019-33064,2019-05-03,2019-05-09,표준 등급,RM-19675,Robert Marley,홈 오피스,Ho Chi Minh City,Ho Chí Minh City,Vietnam,동남아시아,TEC-AC-10002688,기술,액세서리,"Memorex Memory Card, Bluetooth",162.6093,3,0.47,-3.0807
4260,IN-2019-33064,2019-05-03,2019-05-09,표준 등급,RM-19675,Robert Marley,홈 오피스,Ho Chi Minh City,Ho Chí Minh City,Vietnam,동남아시아,OFF-LA-10000658,사무용품,레이블,"Avery Shipping Labels, 5000 Label Set",30.4776,3,0.17,6.8976
4261,ID-2021-28913,2021-08-07,2021-08-12,표준 등급,TC-21295,Toby Carlisle,일반 소비자,Malang,Jawa Timur,Indonesia,동남아시아,OFF-BI-10001967,사무용품,바인더,"Acco Binder, Recycled",64.3665,5,0.17,-10.1835
4262,IN-2021-44264,2021-10-18,2021-10-23,표준 등급,SW-20755,Steven Ward,기업,Bangalore,Karnataka,India,중앙아시아,OFF-SU-10000866,사무용품,사무용품,"Elite Trimmer, Serrated",115.11,3,0,13.77
4263,IN-2021-44264,2021-10-18,2021-10-23,표준 등급,SW-20755,Steven Ward,기업,Bangalore,Karnataka,India,중앙아시아,OFF-PA-10003511,사무용품,용지,"Green Bar Memo Slips, 8.5 x 11",63.27,3,0,31.59
4264,IN-2021-44264,2021-10-18,2021-10-23,표준 등급,SW-20755,Steven Ward,기업,Bangalore,Karnataka,India,중앙아시아,FUR-CH-10001465,가구,의자,"Hon Swivel Stool, Red",163.65,1,0,75.27
4265,IN-2021-44264,2021-10-18,2021-10-23,표준 등급,SW-20755,Steven Ward,기업,Bangalore,Karnataka,India,중앙아시아,FUR-FU-10000666,가구,사무용 집기,"Rubbermaid Frame, Black",109.89,1,0,29.67
4266,IN-2021-44264,2021-10-18,2021-10-23,표준 등급,SW-20755,Steven Ward,기업,Bangalore,Karnataka,India,중앙아시아,OFF-AP-10002933,사무용품,가전 제품,"Hoover Blender, Silver",194.34,2,0,36.9
4267,IN-2020-63486,2020-08-08,2020-08-08,당일,NB-18655,Nona Balk,기업,Shanghai,Shanghai,China,북아시아,FUR-CH-10003692,가구,의자,"SAFCO Swivel Stool, Set of Two",1021.14,6,0,112.32
4268,ID-2018-68834,2018-04-20,2018-04-25,표준 등급,DS-13030,Darrin Sayre,홈 오피스,Lahore,Punjab,Pakistan,중앙아시아,OFF-ST-10004947,사무용품,보관함,"Fellowes File Cart, Industrial",275.58,4,0.5,-231.54
4269,IN-2020-17545,2020-01-30,2020-02-04,표준 등급,GH-14665,Greg Hansen,일반 소비자,Fujisawa,Kanagawa,Japan,북아시아,FUR-BO-10004529,가구,책장,"Sauder 3-Shelf Cabinet, Pine",504.09,3,0,60.48
4270,ID-2019-66643,2019-04-27,2019-05-01,표준 등급,PW-19030,Pauline Webber,기업,Depok,Yogyakarta,Indonesia,동남아시아,OFF-EN-10004422,사무용품,봉투,"Cameo Peel and Seal, Set of 50",33.39,3,0.47,-11.34
4271,ID-2019-66643,2019-04-27,2019-05-01,표준 등급,PW-19030,Pauline Webber,기업,Depok,Yogyakarta,Indonesia,동남아시아,FUR-CH-10003822,가구,의자,"SAFCO Steel Folding Chair, Adjustable",193.158,3,0.27,52.848
4272,IN-2018-28143,2018-12-10,2018-12-15,표준 등급,NG-18430,Nathan Gelder,일반 소비자,Shanghai,Shanghai,China,북아시아,TEC-CO-10001222,기술,복사기,"Sharp Fax Machine, Laser",1773.9,6,0,124.02
4273,IN-2018-68526,2018-07-19,2018-07-24,표준 등급,MG-17680,Maureen Gastineau,홈 오피스,Perth,Western Australia,Australia,오세아니아,OFF-AR-10002458,사무용품,미술용품,"Stanley Canvas, Easy-Erase",223.83,5,0.1,67.08
4274,IN-2018-68526,2018-07-19,2018-07-24,표준 등급,MG-17680,Maureen Gastineau,홈 오피스,Perth,Western Australia,Australia,오세아니아,OFF-ST-10004871,사무용품,보관함,"Rogers Trays, Blue",111.024,2,0.1,19.704
4275,IN-2021-49619,2021-12-04,2021-12-07,1등급,BO-11425,Bobby Odegard,일반 소비자,Siping,Jilin,China,북아시아,OFF-PA-10003332,사무용품,용지,"Xerox Cards & Envelopes, Recycled",359.04,8,0,107.52
4276,IN-2021-25196,2021-01-04,2021-01-09,표준 등급,SJ-20215,Sarah Jordon,일반 소비자,Rockhampton,Queensland,Australia,오세아니아,OFF-BI-10002708,사무용품,바인더,"Acco Binder, Clear",39.447,3,0.1,5.697
4277,IN-2021-25196,2021-01-04,2021-01-09,표준 등급,SJ-20215,Sarah Jordon,일반 소비자,Rockhampton,Queensland,Australia,오세아니아,OFF-AR-10001134,사무용품,미술용품,"Boston Pens, Easy-Erase",78.246,6,0.1,-0.054
4278,IN-2021-25196,2021-01-04,2021-01-09,표준 등급,SJ-20215,Sarah Jordon,일반 소비자,Rockhampton,Queensland,Australia,오세아니아,OFF-AR-10001965,사무용품,미술용품,"BIC Markers, Easy-Erase",216.27,9,0.1,28.62
4279,IN-2021-31874,2021-01-21,2021-01-25,표준 등급,PB-19105,Peter Bühler,일반 소비자,Toowoomba,Queensland,Australia,오세아니아,OFF-EN-10002464,사무용품,봉투,"Cameo Peel and Seal, Security-Tint",63.18,3,0.1,6.3
4280,IN-2021-31874,2021-01-21,2021-01-25,표준 등급,PB-19105,Peter Bühler,일반 소비자,Toowoomba,Queensland,Australia,오세아니아,OFF-LA-10000984,사무용품,레이블,"Hon Round Labels, Alphabetical",17.496,3,0.1,7.506
4281,IN-2021-31874,2021-01-21,2021-01-25,표준 등급,PB-19105,Peter Bühler,일반 소비자,Toowoomba,Queensland,Australia,오세아니아,TEC-PH-10004402,기술,전화기,"Cisco Headset, with Caller ID",238.788,3,0.1,84.888
4282,IN-2021-74476,2021-08-16,2021-08-21,2등급,KL-16555,Kelly Lampkin,기업,Yogyakarta,Yogyakarta,Indonesia,동남아시아,OFF-ST-10004703,사무용품,보관함,"Tenex Folders, Single Width",57.8925,3,0.17,2.0925
4283,IN-2021-74476,2021-08-16,2021-08-21,2등급,KL-16555,Kelly Lampkin,기업,Yogyakarta,Yogyakarta,Indonesia,동남아시아,OFF-LA-10000370,사무용품,레이블,"Hon Color Coded Labels, Laser Printer Compatible",47.5251,7,0.47,-12.7449
4284,IN-2019-69821,2019-05-17,2019-05-19,2등급,ZC-21910,Zuschuss Carroll,일반 소비자,Weifang,Shandong,China,북아시아,OFF-ST-10004496,사무용품,보관함,"Tenex Box, Blue",148.5,9,0,4.32
4285,IN-2019-59874,2019-06-12,2019-06-16,2등급,BG-11695,Brooke Gillingham,기업,Pune,Maharashtra,India,중앙아시아,OFF-ST-10000892,사무용품,보관함,"Tenex Trays, Wire Frame",213.12,4,0,95.88
4286,IN-2019-59874,2019-06-12,2019-06-16,2등급,BG-11695,Brooke Gillingham,기업,Pune,Maharashtra,India,중앙아시아,TEC-MA-10003682,기술,사무기기,"Panasonic Phone, White",166.5,2,0,19.98
4287,IN-2019-59874,2019-06-12,2019-06-16,2등급,BG-11695,Brooke Gillingham,기업,Pune,Maharashtra,India,중앙아시아,OFF-EN-10003601,사무용품,봉투,"GlobeWeis Clasp Envelope, Set of 50",29.7,3,0,0
4288,IN-2019-59874,2019-06-12,2019-06-16,2등급,BG-11695,Brooke Gillingham,기업,Pune,Maharashtra,India,중앙아시아,FUR-FU-10000735,가구,사무용 집기,"Tenex Frame, Erganomic",325.8,3,0,48.87
4289,IN-2019-59874,2019-06-12,2019-06-16,2등급,BG-11695,Brooke Gillingham,기업,Pune,Maharashtra,India,중앙아시아,OFF-BI-10000721,사무용품,바인더,"Ibico Binder Covers, Recycled",84.06,6,0,3.24
